आफ्रिकाखण्डः	Africa
भीलवाडामण्डलम्	Distretto di Bhilwara
अन्वर् अल्-सादात्	Anwar al-Sadat
बाडमेरमण्डलम्	Distretto di Barmer
स्टार् वार्स्:रिवेंज् आफ़् दि सिथ्	Star Wars: Episodio III - La vendetta dei Sith
गोबीमरुस्थलम्	Deserto del Gobi
संशोधनस्य प्रयोजनानि	Ricerca scientifica
गूगल् अर्त्	Google Earth
बर्न्हार्ड रीमन	Bernhard Riemann
मृत्तिका	Argilla
शिम्बी	Phaseolus vulgaris
मल्लक्रीडा	Lotta olimpica
गन्धद्रव्याणि	Spezia (alimento)
सिन्धुसंस्कृतिः	Civiltà della valle dell'Indo
हरिद्रा	Curcuma longa
कूर्परः	Gomito
ओलम्पिया	Olympia (Washington)
बोरोबुदुर्	Borobudur
कृष्णः	Krishna
आग्रा	Agra (India)
इवान् पेत्रोविच् पाव्लोव्	Ivan Pavlov
फ़्रान्ज़ फर्डिनान्ड	Francesco Ferdinando d'Asburgo-Este
मरीचम्	Piper nigrum
माणिक्यम्	Rubino
काश्मीर	Kashmir
ओमाहा	Omaha
काकः	Corvus
रिच्मन्ड्	Richmond (Virginia)
चण्डीगढ	Chandigarh
मुक्ता	Perla
स्त्री	Femmina (biologia)
दाक्षम्	Ginnastica
अङ्गकोरवाटम्	Angkor Wat
अन्तोन् वान् ल्यूवेन् वोक्	Antoni van Leeuwenhoek
बैठा बैल	Toro Seduto
भ्रूः	Sopracciglio
माडिसन्	Madison (Wisconsin)
अकशेरुकाः	Invertebrata
सेलेम्, ओरेगन्	Salem (Oregon)
लेतुवायर्क्	Tautiška giesmė
आलिवर क्रामवेल	Oliver Cromwell
रुडोल्फ मोसबेउर	Rudolf Ludwig Mössbauer
सलमान रश्दी	Salman Rushdie
हान्स कृस्टियन ओर्स्टेड	Hans Christian Ørsted
पियर सिमों लाप्लास	Pierre Simon Laplace
हिन्दुदेवालयः	Tempio
चार्ल्सटन्	Charleston (Virginia Occidentale)
विद्याधर सूरजप्रसाद नैपाल	Vidiadhar Surajprasad Naipaul
सुहार्तो	Suharto
ब्रह्मपुत्रनदः	Brahmaputra
विलियम वर्ड्सवर्थ	William Wordsworth
विश्वनाथन् आनन्द	Viswanathan Anand
पनसफलम्	Artocarpus heterophyllus
सत्येन्द्रनाथ बोस्	Satyendranath Bose
वरदक्षिणा	Dote
रक्तदुर्गम्	Forte rosso
दादरा नगरहवेली च	Dadra e Nagar Haveli
विलियम ए फोलर	William Alfred Fowler
कूर्मः	Testudinidae
चित्रदुर्गम्	Chitradurga
अफीण	Oppio
द प्रेस्टीज्	The Prestige
भगवद्गीता	Bhagavadgītā
द टाइम्स ओफ इण्डिया	The Times of India
राबर्ट् हुक्	Robert Hooke
तिब्बतीलिपिः	Alfabeto tibetano
पालीमण्डलम्	Distretto di Pali
कपोलः	Guancia
ऐश्वर्या रै	Aishwarya Rai
बभ्रुः	Marrone
ब्राह्मणः	Brahmano
यजुर्वेदः	Yajurveda
श्रुतिः	Śruti
कामसूत्रम्	Kāma Sūtra
कीटः	Verme
हासनम्	Hassan (città)
जे जे थामसन	Joseph John Thomson
स्वामी विवेकानन्द	Vivekananda
मातृदिवसः	Festa della mamma
प्रतिभा पाटिल	Pratibha Patil
३३९	339
३४०	340
लखनौ	Lucknow
३५४	354
बुलढाणामण्डलम्	Distretto di Buldhana
३५६	356
३५८	358
३६१	361
३६३	363
३६४	364
३६८	368
३६९	369
३७०	370
३७१	371
फलकम्:Commonscat	Template:Commonscat
३७६	376
३७७	377
३७८	378
३८३	383
३८४	384
३८८	388
३८९	389
३९०	390
३९१	391
३९२	392
३९३	393
३९४	394
३९५	395
३९६	396
३९७	397
३९८	398
३९९	399
काळिङ्गसर्पः	Ophiophagus hannah
पक्ष्म	Palpebra
महायानम्	Buddhismo Mahāyāna
अमृतसर	Amritsar
शवः	Cadavere
२७९	279
४४०	440
५१७	517
५७२	572
कोलोराडो स्प्रिंग्स्	Colorado Springs
मजापहित साम्राज्य	Majapahit
पर्यटनम्	Turismo
कविः	Poeta
जी-सुंग पार्क	Park Ji-Sung
फलकम्:Taxobox	Template:Tassobox
सुनीता विलियम्स्	Sunita Williams
जेम्स फ्रान्क	James Franck
विल्हेम वेन	Wilhelm Wien
गुस्टाफ् हर्ज्	Gustav Hertz
आटो स्टर्न	Otto Stern
पाल् एर्लख्	Paul Ehrlich
जोहन्नेस स्टार्क	Johannes Stark
मारिया गोपर्ट-मेयर	Maria Goeppert-Mayer
प्रणब मुखर्जि	Pranab Mukherjee
पञ्जाबीभाषा	Lingua punjabi
सतना	Satna
सरस्वती देवी	Sarasvati
काव्यविभागाः	Critica letteraria
हिक्का	Singhiozzo
तन्तुकरणयन्त्रम्	Arcolaio
शिवसेना	Shiv Sena
वेङ्कटरामन् रामकृष्णन्	Venkatraman Ramakrishnan
चन्द्रशेखर वेङ्कटरामन्	Chandrasekhara Venkata Raman
फ्रेडरिक क्यास्पर् वुल्फ्	Caspar Friedrich Wolff
मौर्यसाम्राज्यम्	Impero Maurya
वुल्फगांग पौली	Wolfgang Pauli
जयपुरम्	Jaipur
कानपुरम्	Kanpur
इन्दौर	Indore
दमण	Daman e Diu
पुदुच्चेरी	Pondicherry (territorio)
सूरणम्	Dioscorea
अपवर्तनम् (भौतविज्ञानम्)	Rifrazione
सुकर्णो	Sukarno
मेघावती सुकर्णोपुत्री	Megawati Sukarnoputri
वुल्फगांग केट्टेर्ले	Wolfgang Ketterle
ओट्टो हेन्रिक् वार्बर्ग्	Otto Heinrich Warburg
अगस्ट् वीस्मान्	August Weismann
हान्स् लिप्पर्शे	Hans Lippershey
वाल्थेर बोथे	Walther Bothe
अहिंसा	Nonviolenza
केरो हेन्रिज्	Heinrich Caro
थियोडोर् स्छ्वान्	Theodor Schwann
म्याथयास् जेकब् ष्लेडन्	Matthias Jacob Schleiden
जे हान्स डी जेन्सेन	Hans Jensen
पावेल शेरेन्कोव	Pavel Alekseevič Čerenkov
जेम्स ६ (स्काटलैंड)	Giacomo I d'Inghilterra
काशी	Varanasi
घृतकुमारी	Aloe vera
तिन्त्रिणी	Tamarindus indica
पटना	Patna
श्रीवपोर्ट	Shreveport
रूप्यकम्	Rupia indiana
भेण्डा	Abelmoschus esculentus
जेम्स् चाडविक	James Chadwick
डोनाल्ड ए ग्लेसर	Donald Glaser
भोपाल	Bhopal
होमियोपति	Omeopatia
चणकः	Cicer arietinum
चार्ल्स १	Carlo I d'Inghilterra
खदिरवृक्षः	Acacia
चार्ल्स् -अगस्टीन् डि कूलुम्ब	Charles Augustin de Coulomb
जान कीट्स	John Keats
जीन् ब्याप्टिस्ट् लामार्क्	Jean-Baptiste de Lamarck
सेम्येल टेलर कोलरिज	Samuel Taylor Coleridge
विलियम वालेस	William Wallace
लीयों नील कूपर	Leon Cooper
मेरी १ (इंगलैंड)	Maria I d'Inghilterra
चिबुकम्	Mento
टिमोर	Timor
अग्निप्रस्तरः	Selce
छत्राकम्	Fungo epigeo
जन गण मन	Jana Gana Mana
श्रीनिवासरामानुजन्	Srinivasa Ramanujan
एडवर्ड ६	Edoardo VI d'Inghilterra
गुरु नानक देव	Guru Nanak Dev
लुइस डे ब्रोग्ली	Louis-Victor Pierre Raymond de Broglie
जेम्स् डि व्याट्सन्	James Dewey Watson
अङ्गुष्ठः	Pollice (dito)
एलेनोर रोज़वेल्ट	Eleanor Roosevelt
पारासेल्सस्	Paracelso
कुलु	Kullu
मनाली	Manali
भारोत्तोलनक्रीडा	Sollevamento pesi
मराठासाम्राज्यम्	Impero Maratha
जहाङ्गीरः	Jahangir
शाहजहानः	Shah Jahan
शिमला	Shimla
कार्ल् लाण्ड्स्टैनर्	Karl Landsteiner
शब्दमालिन्यम्	Inquinamento acustico
सुभाषकाकः	Subhash Kak
विलियं हार्वे	William Harvey
जिततैलम्	Olio di oliva
पर्सी बिश शेली	Percy Bysshe Shelley
सूर्यकान्तितैलम्	Olio di semi di girasole
सारनमण्डलम्	Distretto di Saran
दन्तेवाडामण्डलम्	Distretto di Dantewada
चायसस्यम्	Camellia sinensis
सर् रोनाल्ड् रास्	Ronald Ross
बकमिन्स्टर फुलर	Richard Buckminster Fuller
आस्टन् फ्रान्सिस् विलियम्	Francis William Aston
जेर्मेन ग्रीर	Germaine Greer
लक मन्टेगेनियरः	Luc Montagnier
रविशङ्कर	Ravi Shankar
दन्तपाली	Gengiva
वितली गिन्ज़बर्ग	Vitalij Lazarevič Ginzburg
सिमोन वान डर मीर	Simon van der Meer
अङ्गप्रत्यारोपणम्	Trapianto
युरोलोजी	Urologia
क्रैस्ताः	Cristiano (religione)
तक्रम्	Latticello
मिर्जा गालिब	Mirza Ghalib
राजेश खन्ना	Rajesh Khanna
शेल्डन ग्लास्हौ	Sheldon Lee Glashow
हरगोविन्द खुराना	Har Gobind Khorana
मध्यदेहलीमण्डलम्	Distretto di Delhi Centro
पूर्वदेहलीमण्डलम्	Distretto di Delhi Est
उत्तरगोवामण्डलम्	Distretto di Goa Nord
दक्षिणगोवामण्डलम्	Distretto di Goa Sud
लक्ष्यसाधनक्रीडा	Arciere
ए. आर्. रहमान्	Allah Rakha Rahman
एड्वर्ड् क्याल्विन् केण्डल्	Edward Calvin Kendall
हिङ्गु	Ferula assa-foetida
माधवः	Madhava di Sangamagrama
रमोन् मेग्सेसे	Ramón Magsaysay
